"","scaleID","scaleCategory","scaleText","scaleTextMin","scaleTextMax","comprehensionCheck","comprehensionCheckRequestedResponse","priorTrialIdx","priorSliderStart","priorResponse","priorRT","timeElapsed","subjectID","prolificID","studyID","sessionID","DEBUG"
"90",55,"personality","I see myself as someone who is outgoing, sociable","Strongly disagree","Strongly agree",0,NA,28,50,89,17494,303262,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"91",12,"face processing","I see myself as someone who is boring","Strongly disagree","Strongly agree",0,NA,29,50,5,5106,308369,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"92",61,"personality","I see myself as someone who likes to cooperate with others","Strongly disagree","Strongly agree",0,NA,30,50,69,5535,313906,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"93",41,"personality","I see myself as someone who is generally trusting","Strongly disagree","Strongly agree",0,NA,31,50,89,4346,318253,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"94",18,"face processing","I see myself as someone who is egotistic","Strongly disagree","Strongly agree",0,NA,32,50,5,8651,326905,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"95",38,"personality","I see myself as someone who worries a lot","Strongly disagree","Strongly agree",0,NA,33,50,21,2548,329455,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"96",11,"face processing","I see myself as someone who is mean","Strongly disagree","Strongly agree",0,NA,34,50,13,6138,335594,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"97",16,"face processing","I see myself as someone who is confident","Strongly disagree","Strongly agree",0,NA,35,50,91,2919,338514,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"98",22,"personality","I see myself as someone who does a thorough job","Strongly disagree","Strongly agree",0,NA,36,50,82,2839,341354,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"99",57,"personality","I see myself as someone who makes plans and follows through with them","Strongly disagree","Strongly agree",0,NA,37,50,92,3242,344597,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"100",37,"personality","I see myself as someone who tends to be disorganized","Strongly disagree","Strongly agree",0,NA,38,50,8,2843,347441,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"101",47,"personality","I see myself as someone who perseveres until the task is finished","Strongly disagree","Strongly agree",0,NA,39,50,90,9065,356507,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"102",54,"personality","I see myself as someone who prefers work that is routine","Strongly disagree","Strongly agree",0,NA,40,50,18,6306,362814,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"103",13,"face processing","I see myself as someone who is aggressive","Strongly disagree","Strongly agree",0,NA,41,50,6,3391,366206,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"104",36,"personality","I see myself as someone who has a forgiving nature","Strongly disagree","Strongly agree",0,NA,42,50,91,5176,371383,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"105",34,"personality","I see myself as someone who is ingenious, a deep thinker","Strongly disagree","Strongly agree",0,NA,43,50,68,5135,376518,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"106",25,"personality","I see myself as someone who is reserved","Strongly disagree","Strongly agree",0,NA,44,50,89,2940,379460,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"107",44,"personality","I see myself as someone who is inventive","Strongly disagree","Strongly agree",0,NA,45,50,74,8188,387648,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"108",1,"demographic","I consider myself as:","Not at all feminine","Totally feminine",0,NA,46,50,40,4557,392206,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"109",48,"personality","I see myself as someone who can be moody","Strongly disagree","Strongly agree",0,NA,47,50,28,3484,395692,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"110",19,"face processing","I see myself as someone who is responsible","Strongly disagree","Strongly agree",0,NA,48,50,92,2393,398086,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"111",4,"demographic","How important would you say religion is in your own life?","Not very important","Very important",0,NA,49,50,63,2507,400593,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"112",29,"personality","I see myself as someone who is curious about many different things","Strongly disagree","Strongly agree",0,NA,50,50,83,6945,407539,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"113",52,"personality","I see myself as someone who does things efficiently","Strongly disagree","Strongly agree",0,NA,51,50,84,3188,410728,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"114",42,"personality","I see myself as someone who tends to be lazy","Strongly disagree","Strongly agree",0,NA,52,50,7,3014,413743,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"115",24,"personality","I see myself as someone who is original, comes up with new ideas","Strongly disagree","Strongly agree",0,NA,53,50,92,3098,416841,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"116",40,"personality","I see myself as someone who tends to be quiet","Strongly disagree","Strongly agree",0,NA,54,50,76,3095,419938,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"117",43,"personality","I see myself as someone who is emotionally stable, not easily upset","Strongly disagree","Strongly agree",0,NA,55,50,90,2612,422551,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"118",46,"personality","I see myself as someone who can be cold and aloof","Strongly disagree","Strongly agree",0,NA,56,50,5,4246,426799,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"119",39,"personality","I see myself as someone who has an active imagination","Strongly disagree","Strongly agree",0,NA,57,50,95,3258,430058,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"120",30,"personality","I see myself as someone who is full of energy","Strongly disagree","Strongly agree",0,NA,58,50,89,3722,433781,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"121",49,"personality","I see myself as someone who values artistic, aesthetic experiences","Strongly disagree","Strongly agree",0,NA,59,50,91,2081,435862,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"122",20,"personality","I see myself as someone who is talkative","Strongly disagree","Strongly agree",0,NA,60,50,70,1987,437850,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"123",17,"face processing","I see myself as someone who is caring","Strongly disagree","Strongly agree",0,NA,61,50,94,2061,439911,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"124",35,"personality","I see myself as someone who generates a lot of enthusiasm","Strongly disagree","Strongly agree",0,NA,62,50,87,2314,442226,"w92d","b672","6914ebe81814f5c4d4daa911","69177cca60baa45f9ca7fd45",0
"125",27,"personality","I see myself as someone who can be somewhat careless","Strongly disagree","Strongly agree",0,NA,1,50,19,20772,68596,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"126",38,"personality","I see myself as someone who worries a lot","Strongly disagree","Strongly agree",0,NA,2,50,49,9218,77815,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"127",36,"personality","I see myself as someone who has a forgiving nature","Strongly disagree","Strongly agree",0,NA,3,50,71,6911,84727,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"128",52,"personality","I see myself as someone who does things efficiently","Strongly disagree","Strongly agree",0,NA,4,50,78,7119,91848,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"129",11,"face processing","I see myself as someone who is mean","Strongly disagree","Strongly agree",0,NA,5,50,5,4871,96721,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"130",58,"personality","I see myself as someone who gets nervous easily","Strongly disagree","Strongly agree",0,NA,6,50,66,3592,100315,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"131",42,"personality","I see myself as someone who tends to be lazy","Strongly disagree","Strongly agree",0,NA,7,50,52,3599,103915,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"132",14,"face processing","I see myself as someone who is weird","Strongly disagree","Strongly agree",0,NA,8,50,18,4112,108028,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"133",33,"personality","I see myself as someone who can be tense","Strongly disagree","Strongly agree",0,NA,9,50,42,3681,111710,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
"134",50,"personality","I see myself as someone who is sometimes shy, inhibited","Strongly disagree","Strongly agree",0,NA,10,50,66,4780,116492,"6wka","5088","6914ebe81814f5c4d4daa911","69177fb10ba428e81bd8c3a5",0
